,Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,lat,lon,Outras informacoes da localidade,Jurisdicao,"Destino do Material
"
10,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.CID,RB00172386,4924,29/06/1984,Sem Informações,30/10/2017,Laetia procera,Sem Informações,Laetia procera (Poepp.) Eichler,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Violales,Flacourtiaceae,Laetia,Laetia procera,Espécie não Ameaçada,Sem Informações,"BR 364 , ESTR. CUIABÁ -PORTO VELHO  KM 353 LINHA 206.",Brasil,Rondônia,Ouro Preto do Oeste,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
11,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Vieira,RB00193311,382,10/10/1979,Sem Informações,30/10/2017,Swartzia brachyrachis,Sem Informações,Swartzia brachyrhachis var. brachyrachis,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,Swartzia brachyrachis,Espécie não Ameaçada,Sem Informações,Mineração Taboca.,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
12,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C A. Cid,RB00158076,4909,29/06/1984,Sem Informações,30/10/2017,Tachigali guianensis,Sem Informações,Tachigali guianensis (Benth.) Zarucchi & Herend.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Tachigali,Tachigali guianensis,Espécie não Ameaçada,Sem Informações,"BR 364, estrada Cuiabá-Porto Velho, km 353, linha 206, 48 km de Ji-Paraná.",Brasil,Minas Gerais,Ouro Preto,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
13,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A. Cid,RB00158123,5000,02/07/1984,Sem Informações,30/10/2017,Tachigali paniculata,Sem Informações,Tachigali paniculata Aubl.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Tachigali,Tachigali paniculata,Espécie não Ameaçada,Sem Informações,"BR 364, estrada Cuiabá-Porto Velho, km 428, linha 621, estrada da Pedra Branca, km 40.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
14,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C .A .Cid,RB00163003,4942,30/06/1984,Sem Informações,30/10/2017,Inga alba,Sem Informações,Inga alba (Sw.) Willd.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga alba,Espécie não Ameaçada,Sem Informações,"BR 364, rod. Cuiabá-Porto Velho, Km 382, Rod. 470, linha 81, em direção a Mirante da Serra, km 17.",Brasil,Rondônia,Ouro Preto do Oeste,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
15,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00163233,4901,28/06/1984,Sem Informações,30/10/2017,Inga capitata,Sem Informações,Inga capitata Desv.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga capitata,Espécie não Ameaçada,Sem Informações,"BR 364, Reserva Ecológica do CNPq-INPA.",Brasil,Rondônia,Ouro Preto do Oeste,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
16,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.CID,RB00262623,4894,28/06/1984,Sem Informações,30/10/2017,Ipomoea hederifolia,Sem Informações,Ipomoea hederifolia L.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea hederifolia,Espécie não Ameaçada,Sem Informações,"BR 364, RODOVIA 364, CUIABÁ-PORTO VELHO, KM 378, RESERVA ECOLÓGICA DO CNPQ-INPA.",Brasil,Rondônia,Ouro Preto do Oeste,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
17,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J. L. Zarucchi,RB00265530,2646,25/10/1979,Sem Informações,30/10/2017,Myrcia multiflora,Sem Informações,Myrcia multiflora (Lam.) DC.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,Myrcia multiflora,Espécie não Ameaçada,Sem Informações,Mineração Taboca at Massangana.,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.1333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
18,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J. L. Zarucchi,RB00135696,2657,09/10/1979,Sem Informações,30/10/2017,Apuleia leiocarpa,Sem Informações,Apuleia leiocarpa (Vogel) J.F.Macbr.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Apuleia,Apuleia leiocarpa,Espécie Ameaçada,Vulnerável,Mineração Taboca at Massangana (ca. 35km WSW of Ariquemes).,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.0333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
19,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. VIEIRA,RB00144668,363,09/10/1979,Sem Informações,30/10/2017,Cassia ferruginea,Sem Informações,Cassia ferruginea (Schrad.) Schrad. ex DC.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,Cassia ferruginea,Espécie não Ameaçada,Sem Informações,"MINERAÇÃO TABOCA, PROXIMO AO CAMPO DE POUSO DA MINERAÇÃO.",Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
20,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00043229,4974,01/07/1984,Sem Informações,30/10/2017,Oxandra euneura,Sem Informações,Oxandra euneura Diels,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Oxandra,Oxandra euneura,Espécie não Ameaçada,Sem Informações,"Município de Jaru, BR 364, rodovia Ciabá Porto Velho, km 423 linha 603 - Theobroma- Anari, km 48, varadouro para o garimpo chamado Serra sem calça.",Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
21,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A. CID,RB00069402,4995,01/07/1984,Sem Informações,30/10/2017,Hirtella racemosa,Sem Informações,Hirtella racemosa Lam.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Rosales,Chrysobalanaceae,Hirtella,Hirtella racemosa,Espécie não Ameaçada,Sem Informações,"BR 364, RODOVIA CUIAVÁ-PORTO VELHO, KM 423, LINHA 603-THEOBROMA-ANARI, KM 48, VARADOURO PARA O GARIMPO CHAMADO SERRA SEM CALÇA.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
22,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A. Cid,RB00069489,4956,30/06/1984,Sem Informações,30/10/2017,Hirtella triandra,Sem Informações,Hirtella triandra Sw.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Rosales,Chrysobalanaceae,Hirtella,Hirtella triandra,Espécie não Ameaçada,Sem Informações,"BR 364, rod. Cuiabá-Porto Velho, km 382, rod. 470, linha 81, em direção a Mirante da Serra, km17.",Brasil,Rondônia,Ouro Preto do Oeste,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
23,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.L.Zarucchi,RB00311554,2665,09/10/1979,Sem Informações,30/10/2017,Albizia saman,Sem Informações,Samanea saman (Jacq.) Merr.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,Albizia saman,Espécie não Ameaçada,Sem Informações,Mineração Taboca at Massangana (ca. 35 Km WSW of Ariquemes).,Brasil,Amazonas,Sem Informações,Espécie não Sensível,-10.0333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
24,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00316849,5002,02/07/1984,Sem Informações,30/10/2017,Eugenia fusca,Sem Informações,Eugenia neolanceolata Sobral,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia fusca,Espécie não Ameaçada,Sem Informações,BR 364 estrada Cuiabá-Porto Velho km 428 linha 621 estrada da Pedra Branca.,Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
25,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A. Cid,RB00333343,5013,02/07/1984,Sem Informações,30/10/2017,Alibertia bertierifolia,Sem Informações,Alibertia bertierifolia K.Schum.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Alibertia,Alibertia bertierifolia,Espécie não Ameaçada,Sem Informações,"BR 364, estrada Cuiabá-Porto Velho, km 428, linha 621, estrada da Pedra Branca, km 40.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
26,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Vieira,RB00333742,355,08/10/1979,Sem Informações,30/10/2017,Amaioua guianensis,Sem Informações,Amaioua guianensis Aubl.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Amaioua,Amaioua guianensis,Espécie não Ameaçada,Sem Informações,Mineração Taboca a 55km da Ariquemes próximo a Massangana BR-421.,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
27,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Vieira,RB00335293,335,08/10/1979,Sem Informações,30/10/2017,Bertiera guianensis,Sem Informações,Bertiera guianensis Aubl.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Bertiera,Bertiera guianensis,Espécie não Ameaçada,Sem Informações,"T.F. de Rondônia. Mineração Taboca a 55 km de Arquemes, próximo a Massangana BR-421. À margem da estrada.",Brasil,Amazonas,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
28,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00428769,5008,02/07/1984,Sem Informações,30/10/2017,Pseudogynoxys lobata,Sem Informações,Pseudogynoxys lobata Pruski,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Pseudogynoxys,Pseudogynoxys lobata,Espécie não Ameaçada,Sem Informações,"BR 364M estrada Cuiabá - Porto Velho, km 428, linha 621, estrada da Pedra Branca, km 40.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
29,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00432885,4954,30/06/1984,Sem Informações,30/10/2017,Guazuma ulmifolia,Sem Informações,Guazuma ulmifolia Lam.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Guazuma,Guazuma ulmifolia,Espécie não Ameaçada,Sem Informações,"BR 364 Rodovia Cuiabá-Porto Velho, km 382, rodovia 470, linha 81. em direção a Mirante da Serra, km 17.",Brasil,Rondônia,Ouro Preto do Oeste,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
30,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J. L. Zarucchi,RB00436508,Sem Informações,09/10/1979,Sem Informações,30/10/2017,Apeiba tibourbou,Sem Informações,Apeiba tibourbou Aubl.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Malvales,Tiliaceae,Apeiba,Apeiba tibourbou,Espécie não Ameaçada,Sem Informações,Mineração Taboca at Massangana ( ca. 35 Km WSW of Ariquemes).,Brasil,Sem Informações,Sem Informações,Espécie não Sensível,-10.0333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
31,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G.Vieira,RB00464061,357,09/10/1979,Sem Informações,30/10/2017,Solanum acanthodes,Sem Informações,Solanum acanthodes Hook.f.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum acanthodes,Espécie não Ameaçada,Sem Informações,"Mineração Taboca, próximo ao Campo de Pouso da Mineração.",Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
32,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00465325,5004,02/07/1984,Sem Informações,30/10/2017,Solanum endopogon,Sem Informações,Solanum endopogon (Bitter) Bohs,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum endopogon,Espécie não Ameaçada,Sem Informações,"BR 364, estrada Cuiabá-Porto Velho, km 428, linha 621 estrada da Pedra Branca, km 40.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
33,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A.Cid,RB00466043,4964,01/07/1984,Sem Informações,30/10/2017,Solanum leucocarpon,Sem Informações,Solanum leucocarpon Dunal,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum leucocarpon,Espécie não Ameaçada,Sem Informações,"BR 364, rodovia Cuiabá-Porto Velho, Km 423, linha 603. Theobroma- Anari, Km 48, varadouro para o garimpo chamado Serra sem Calça.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
34,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.A. Cid,RB00466595,4979,01/07/1984,Sem Informações,30/10/2017,Solanum oxyphyllum,Sem Informações,Solanum oxyphyllum C.V.Morton,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum oxyphyllum,Espécie não Ameaçada,Sem Informações,"BR 364, rodovia Cuiabá-Porto Velho, km 423, linha 603 - Theobroma - Anari, km 48, varadouro para o garimpo chamado Serra sem Calça.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
35,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G.Vieira,RB00466925,366,09/10/1979,Sem Informações,30/10/2017,Solanum placitum,Sem Informações,Solanum placitum C.V.Morton,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum placitum,Espécie não Ameaçada,Sem Informações,Mineração Taboca.,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
36,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.L. Zarucchi,RB00470358,Sem Informações,08/10/1979,Sem Informações,30/10/2017,Anthurium lindmanianum,Sem Informações,Anthurium lindmanianum Engl.,species,Sem Informações,Sem Informações,Magnoliophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium lindmanianum,Espécie não Ameaçada,Sem Informações,Mineração Taboca at Massangana (ca. 35km WSW of Ariquemes).,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.0333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
37,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.L. Zarucchi,RB00478783,2765,20/10/1979,Sem Informações,30/10/2017,Chamaecostus lanceolatus,Sem Informações,Chamaecostus lanceolatus (Petersen) C.D.Specht & D.W.Stev.,species,Sem Informações,Sem Informações,Magnoliophyta,Liliopsida,Zingiberales,Costaceae,Chamaecostus,Chamaecostus lanceolatus,Espécie não Ameaçada,Sem Informações,"Along BR-364, 4 km S of Ariquemes, wooded slope along road.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.9666667,-63.0666667,Sem Informações,Sem Informações,"Sem Informações
"
38,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.L.  ZARUCCHI,RB00226211,Sem Informações,09/10/1979,Sem Informações,30/10/2017,Pseudolmedia macrophylla,Sem Informações,Pseudolmedia macrophylla Trécul,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Urticales,Moraceae,Pseudolmedia,Pseudolmedia macrophylla,Espécie não Ameaçada,Sem Informações,MINERAÇÃO  TABOCA AT MASSANGANA  CA  35 KM .,Brasil,Rondônia,Ariquemes,Espécie não Sensível,-10.0333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
39,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C. A. Cid,RB00297808,4997,01/07/1984,Sem Informações,30/10/2017,Inga umbellifera,Sem Informações,Inga umbratica Poepp. & Endl.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga umbellifera,Espécie não Ameaçada,Sem Informações,"BR 364, rodovia Cuiabá-Porto Velho, km 423, linha 603 - Theobroma-Anari, km 48, varadouro para o garimpo chamado Serra sem Calça.",Brasil,Rondônia,Jaru,Espécie não Sensível,-10.1833333,-63.05,Sem Informações,Sem Informações,"Sem Informações
"
40,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J. L. Zarucchi,RB00297900,Sem Informações,08/10/1979,Sem Informações,30/10/2017,Inga obidensis,Sem Informações,Inga obidensis Ducke,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga obidensis,Espécie não Ameaçada,Sem Informações,Mineração Taboca at Massangana (ca. 35 km WSW of Ariquemes).,Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.0333333,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
41,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Vieira,RB00304060,361,09/10/1979,Sem Informações,30/10/2017,Piper hispidum,Sem Informações,Piper hispidum Sw.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper hispidum,Espécie não Ameaçada,Sem Informações,"Mineração Taboca, próximo ao Campo de Pouso da Mineração.",Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
42,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G.Vieira,RB00389407,371,09/10/1979,Sem Informações,30/10/2017,Acanthospermum australe,Sem Informações,Acanthospermum australe (Loefl.) Kuntze,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Acanthospermum,Acanthospermum australe,Espécie não Ameaçada,Sem Informações,"Mineração Taboca, margem da estrada .",Brasil,Rondônia,Sem Informações,Espécie não Sensível,-10.25,-63.3333333,Sem Informações,Sem Informações,"Sem Informações
"
